id,path,label,pred
850.jpg,./data/dalle2/dalle2_dataset/variation_before_oiriginal_image8/850.jpg,0,1
851.jpg,./data/dalle2/dalle2_dataset/variation_before_oiriginal_image8/851.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine9.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine9.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology10.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster3.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster3.jpg,0,0
Teddy_bears_working_on_new_AI_research_as_kids__crayon_art9.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_as_kids__crayon_art9.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art6.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art6.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_3.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_3.jpg,0,1
An_astronaut_riding_a_horse_as_a_pencil_drawing.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_as_a_pencil_drawing.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_mixed_media_with_needlework.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_mixed_media_with_needlework.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e8.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e8.jpg,0,1
An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_8.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_8.jpg,0,0
An_astronaut_riding_a_horse_in_a_photorealistic_style4.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_a_photorealistic_style4.jpg,0,1
Teddy_bears_shopping_for_groceries_in_ancient_Egypt6.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_ancient_Egypt6.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool9.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool9.jpg,0,1
Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s8.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s8.jpg,0,1
Teddy_bears_shopping_for_groceries_in_ancient_Egypt7.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_ancient_Egypt7.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_7.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_7.jpg,0,1
Teddy_bears_shopping_for_groceries_as_a_one-line_drawing4.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_as_a_one-line_drawing4.jpg,0,0
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style2.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e2.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style5.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style5.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster9.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster9.jpg,0,1
An_astronaut_riding_a_horse_as_a_pencil_drawing2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_as_a_pencil_drawing2.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style10.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_4.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_4.jpg,0,0
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art7.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art7.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology4.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology4.jpg,0,1
Teddy_bears_shopping_for_groceries_as_a_one-line_drawing8.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_as_a_one-line_drawing8.jpg,0,0
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_10.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e10.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style8.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style8.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall4.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall4.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style3.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style3.jpg,0,1
An_astronaut_riding_a_horse_in_a_photorealistic_style3.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_a_photorealistic_style3.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine8.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine8.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style3.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style3.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool4.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool4.jpg,0,1
An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_4.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_4.jpg,0,1
Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s10.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall10.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall10.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_in_the_style_of_Basquiat10.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_in_the_style_of_Basquiat10.jpg,0,1
An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_the_style_of_Andy_Warho_2.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style10.jpg,0,1
An_astronaut_riding_a_horse_as_a_pencil_drawing7.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_as_a_pencil_drawing7.jpg,0,1
Teddy_bears_working_on_new_AI_research_as_kids__crayon_art2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_as_kids__crayon_art2.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style9.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style9.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool6.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool6.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art2.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style4.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style4.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_5.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_5.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_6.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_6.jpg,0,1
An_astronaut_riding_a_horse_in_a_photorealistic_style9.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_a_photorealistic_style9.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e3.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e3.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art10.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall7.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall7.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine4.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine4.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style4.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style4.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology5.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology5.jpg,0,1
Teddy_bears_shopping_for_groceries_in_ancient_Egypt9.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_ancient_Egypt9.jpg,0,1
Teddy_bears_shopping_for_groceries_as_a_one-line_drawing7.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_as_a_one-line_drawing7.jpg,0,0
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_7.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_7.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_5.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_5.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style3.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style3.jpg,0,0
An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style10.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_9.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration_9.jpg,0,1
Teddy_bears_shopping_for_groceries_in_ancient_Egypt.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_ancient_Egypt.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_as_digital_art3.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_as_digital_art3.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_8.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_8.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool3.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool3.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall10.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall10.jpg,0,1
Teddy_bears_working_on_new_AI_research_as_kids__crayon_art7.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_as_kids__crayon_art7.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art10.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art10.jpg,0,1
Teddy_bears_working_on_new_AI_research_as_kids__crayon_art3.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_as_kids__crayon_art3.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_in_a_steampunk_style2.jpg,0,1
An_astronaut_riding_a_horse_as_a_pencil_drawing10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_as_a_pencil_drawing10.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style7.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style7.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_mixed_media_with_needlework2.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_mixed_media_with_needlework2.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_a_photorealistic_style.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine10.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine10.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall3.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall3.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art5.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art5.jpg,0,1
An_astronaut_riding_a_horse_in_a_photorealistic_style8.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_a_photorealistic_style8.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style6.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_minimalist_style6.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e4.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e4.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool2.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool2.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_as_a_children_s_book_illustration.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_a_1990s_Saturday_morning_cartoon2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_a_1990s_Saturday_morning_cartoon2.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style2.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art2.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art2.jpg,0,1
Teddy_bears_shopping_for_groceries_in_ancient_Egypt5.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_ancient_Egypt5.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine6.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_made_out_of_plasticine6.jpg,0,1
An_astronaut_riding_a_horse_as_a_pencil_drawing5.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_as_a_pencil_drawing5.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_9.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_9.jpg,0,1
Teddy_bears_shopping_for_groceries_as_a_one-line_drawing.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_as_a_one-line_drawing.jpg,0,1
Teddy_bears_working_on_new_AI_research_as_kids__crayon_art10.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_as_kids__crayon_art10.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster6.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster6.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_2.jpg,0,1
An_astronaut_riding_a_horse_in_a_photorealistic_style10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_riding_a_horse_in_a_photorealistic_style10.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool7.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_knitted_out_of_wool7.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style3.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style3.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_10.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_10.jpg,0,1
A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall5.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_looks_like_a_monster_spray-painted_on_a_wall5.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_digital_art.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_as_pixel_art2.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_as_pixel_art2.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_as_digital_art7.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_as_digital_art7.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology6.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology6.jpg,0,1
A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster5.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_as_a_planet_in_the_universe_as_a_1960s_poster5.jpg,0,0
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_digital_art.jpg,0,1
Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology7.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_underwater_with_1990s_technology7.jpg,0,1
Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_shopping_for_groceries_in_the_style_of_ukiyo-e.jpg,0,1
A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall3.jpg,./data/dalle2/dalle2_dataset/dall2/A_bowl_of_soup_that_is_a_portal_to_another_dimension_drawn_on_a_cave_wall3.jpg,0,1
An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_6.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_lounging_in_a_tropical_resort_in_space_in_vaporwave_style_6.jpg,0,1
Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s2.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_working_on_new_AI_research_on_the_moon_in_the_1980s2.jpg,0,1
Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_a_1990s_Saturday_morning_cartoon6.jpg,./data/dalle2/dalle2_dataset/dall2/Teddy_bears_mixing_sparkling_chemicals_as_mad_scientists_as_a_1990s_Saturday_morning_cartoon6.jpg,0,1
An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style7.jpg,./data/dalle2/dalle2_dataset/dall2/An_astronaut_playing_basketball_with_cats_in_space_in_a_watercolor_style7.jpg,0,1
